,filename_string,instance_id,label_id,label_name,SU,category_id,category_name,manufacturer_id,manufacturer_name,product_code,product_name,supercategory_id,supercategory_name,type
0,/vol/08812401/kevin.zhao/SRData/Standard/product/OasistimeRAW/20190815/4901306047262/20190810-132005_299.JPG,0,1,ｶｺﾞﾒ 野菜生活ﾏﾝｺﾞｰｻﾗﾀﾞ 200BP,unseen,412.0,飲料 ﾊﾟｯｸ,1059.0,カゴメ株式会社,4901306047262.0,ｶｺﾞﾒ 野菜生活ﾏﾝｺﾞｰｻﾗﾀﾞ 200BP,1.0,飲料,anchor
1,/vol/08812401/kevin.zhao/SRData/Standard/product/OasistimeRAW/20190815/4901306047262/20190810-132002_402.JPG,1,1,ｶｺﾞﾒ 野菜生活ﾏﾝｺﾞｰｻﾗﾀﾞ 200BP,unseen,412.0,飲料 ﾊﾟｯｸ,1059.0,カゴメ株式会社,4901306047262.0,ｶｺﾞﾒ 野菜生活ﾏﾝｺﾞｰｻﾗﾀﾞ 200BP,1.0,飲料,anchor
2,/vol/08812401/kevin.zhao/SRData/Standard/product/OasistimeRAW/20190815/4901306047262/20190810-132010_679.JPG,2,1,ｶｺﾞﾒ 野菜生活ﾏﾝｺﾞｰｻﾗﾀﾞ 200BP,unseen,412.0,飲料 ﾊﾟｯｸ,1059.0,カゴメ株式会社,4901306047262.0,ｶｺﾞﾒ 野菜生活ﾏﾝｺﾞｰｻﾗﾀﾞ 200BP,1.0,飲料,anchor
3,/vol/08812401/kevin.zhao/SRData/Standard/product/OasistimeRAW/20190815/4901306047262/20190810-132015_391.JPG,3,1,ｶｺﾞﾒ 野菜生活ﾏﾝｺﾞｰｻﾗﾀﾞ 200BP,unseen,412.0,飲料 ﾊﾟｯｸ,1059.0,カゴメ株式会社,4901306047262.0,ｶｺﾞﾒ 野菜生活ﾏﾝｺﾞｰｻﾗﾀﾞ 200BP,1.0,飲料,anchor
4,/vol/08812401/kevin.zhao/SRData/Standard/product/OasistimeRAW/20190815/4901306047262/20190810-132007_697.JPG,4,1,ｶｺﾞﾒ 野菜生活ﾏﾝｺﾞｰｻﾗﾀﾞ 200BP,unseen,412.0,飲料 ﾊﾟｯｸ,1059.0,カゴメ株式会社,4901306047262.0,ｶｺﾞﾒ 野菜生活ﾏﾝｺﾞｰｻﾗﾀﾞ 200BP,1.0,飲料,anchor
5,/vol/08812401/kevin.zhao/SRData/Standard/product/OasistimeRAW/20190815/4936790512804/20190810-141315_915.JPG,5,2,富永 ｻﾊﾞｲﾊﾞｰｴﾅｼﾞｰ 250CN,unseen,411.0,飲料 ｶﾝﾍﾟｯﾄ,1108.0,富永貿易,4936790512804.0,富永 ｻﾊﾞｲﾊﾞｰｴﾅｼﾞｰ 250CN,1.0,飲料,query
6,/vol/08812401/kevin.zhao/SRData/Standard/product/OasistimeRAW/20190815/4936790512804/20190810-141406_344.JPG,6,2,富永 ｻﾊﾞｲﾊﾞｰｴﾅｼﾞｰ 250CN,unseen,411.0,飲料 ｶﾝﾍﾟｯﾄ,1108.0,富永貿易,4936790512804.0,富永 ｻﾊﾞｲﾊﾞｰｴﾅｼﾞｰ 250CN,1.0,飲料,query
7,/vol/08812401/kevin.zhao/SRData/Standard/product/OasistimeRAW/20190815/4936790512804/20190810-141421_642.JPG,7,2,富永 ｻﾊﾞｲﾊﾞｰｴﾅｼﾞｰ 250CN,unseen,411.0,飲料 ｶﾝﾍﾟｯﾄ,1108.0,富永貿易,4936790512804.0,富永 ｻﾊﾞｲﾊﾞｰｴﾅｼﾞｰ 250CN,1.0,飲料,query
8,/vol/08812401/kevin.zhao/SRData/Standard/product/OasistimeRAW/20190815/4936790512804/20190810-141343_238.JPG,8,2,富永 ｻﾊﾞｲﾊﾞｰｴﾅｼﾞｰ 250CN,unseen,411.0,飲料 ｶﾝﾍﾟｯﾄ,1108.0,富永貿易,4936790512804.0,富永 ｻﾊﾞｲﾊﾞｰｴﾅｼﾞｰ 250CN,1.0,飲料,anchor
9,/vol/08812401/kevin.zhao/SRData/Standard/product/OasistimeRAW/20190815/4936790512804/20190810-141312_176.JPG,9,2,富永 ｻﾊﾞｲﾊﾞｰｴﾅｼﾞｰ 250CN,unseen,411.0,飲料 ｶﾝﾍﾟｯﾄ,1108.0,富永貿易,4936790512804.0,富永 ｻﾊﾞｲﾊﾞｰｴﾅｼﾞｰ 250CN,1.0,飲料,query
10,/vol/08812401/kevin.zhao/SRData/Standard/product/OasistimeRAW/20190815/4936790512804/20190810-141319_264.JPG,10,2,富永 ｻﾊﾞｲﾊﾞｰｴﾅｼﾞｰ 250CN,unseen,411.0,飲料 ｶﾝﾍﾟｯﾄ,1108.0,富永貿易,4936790512804.0,富永 ｻﾊﾞｲﾊﾞｰｴﾅｼﾞｰ 250CN,1.0,飲料,anchor
11,/vol/08812401/kevin.zhao/SRData/Standard/product/OasistimeRAW/20190815/4936790512804/20190810-141346_773.JPG,11,2,富永 ｻﾊﾞｲﾊﾞｰｴﾅｼﾞｰ 250CN,unseen,411.0,飲料 ｶﾝﾍﾟｯﾄ,1108.0,富永貿易,4936790512804.0,富永 ｻﾊﾞｲﾊﾞｰｴﾅｼﾞｰ 250CN,1.0,飲料,query
12,/vol/08812401/kevin.zhao/SRData/Standard/product/OasistimeRAW/20190815/4936790512804/20190810-141326_162.JPG,12,2,富永 ｻﾊﾞｲﾊﾞｰｴﾅｼﾞｰ 250CN,unseen,411.0,飲料 ｶﾝﾍﾟｯﾄ,1108.0,富永貿易,4936790512804.0,富永 ｻﾊﾞｲﾊﾞｰｴﾅｼﾞｰ 250CN,1.0,飲料,anchor
13,/vol/08812401/kevin.zhao/SRData/Standard/product/OasistimeRAW/20190815/4936790512804/20190810-141350_016.JPG,13,2,富永 ｻﾊﾞｲﾊﾞｰｴﾅｼﾞｰ 250CN,unseen,411.0,飲料 ｶﾝﾍﾟｯﾄ,1108.0,富永貿易,4936790512804.0,富永 ｻﾊﾞｲﾊﾞｰｴﾅｼﾞｰ 250CN,1.0,飲料,anchor
14,/vol/08812401/kevin.zhao/SRData/Standard/product/OasistimeRAW/20190815/4936790512804/20190810-141418_539.JPG,14,2,富永 ｻﾊﾞｲﾊﾞｰｴﾅｼﾞｰ 250CN,unseen,411.0,飲料 ｶﾝﾍﾟｯﾄ,1108.0,富永貿易,4936790512804.0,富永 ｻﾊﾞｲﾊﾞｰｴﾅｼﾞｰ 250CN,1.0,飲料,query
15,/vol/08812401/kevin.zhao/SRData/Standard/product/OasistimeRAW/20190815/4936790512804/20190810-141340_186.JPG,15,2,富永 ｻﾊﾞｲﾊﾞｰｴﾅｼﾞｰ 250CN,unseen,411.0,飲料 ｶﾝﾍﾟｯﾄ,1108.0,富永貿易,4936790512804.0,富永 ｻﾊﾞｲﾊﾞｰｴﾅｼﾞｰ 250CN,1.0,飲料,anchor
16,/vol/08812401/kevin.zhao/SRData/Standard/product/OasistimeRAW/20190815/4936790512804/20190810-141411_525.JPG,16,2,富永 ｻﾊﾞｲﾊﾞｰｴﾅｼﾞｰ 250CN,unseen,411.0,飲料 ｶﾝﾍﾟｯﾄ,1108.0,富永貿易,4936790512804.0,富永 ｻﾊﾞｲﾊﾞｰｴﾅｼﾞｰ 250CN,1.0,飲料,anchor
17,/vol/08812401/kevin.zhao/SRData/Standard/product/OasistimeRAW/20190815/4936790512804/20190810-141337_154.JPG,17,2,富永 ｻﾊﾞｲﾊﾞｰｴﾅｼﾞｰ 250CN,unseen,411.0,飲料 ｶﾝﾍﾟｯﾄ,1108.0,富永貿易,4936790512804.0,富永 ｻﾊﾞｲﾊﾞｰｴﾅｼﾞｰ 250CN,1.0,飲料,query
18,/vol/08812401/kevin.zhao/SRData/Standard/product/OasistimeRAW/20190815/4936790512804/20190810-141322_877.JPG,18,2,富永 ｻﾊﾞｲﾊﾞｰｴﾅｼﾞｰ 250CN,unseen,411.0,飲料 ｶﾝﾍﾟｯﾄ,1108.0,富永貿易,4936790512804.0,富永 ｻﾊﾞｲﾊﾞｰｴﾅｼﾞｰ 250CN,1.0,飲料,anchor
19,/vol/08812401/kevin.zhao/SRData/Standard/product/OasistimeRAW/20190815/4936790512804/20190810-141415_143.JPG,19,2,富永 ｻﾊﾞｲﾊﾞｰｴﾅｼﾞｰ 250CN,unseen,411.0,飲料 ｶﾝﾍﾟｯﾄ,1108.0,富永貿易,4936790512804.0,富永 ｻﾊﾞｲﾊﾞｰｴﾅｼﾞｰ 250CN,1.0,飲料,query
